player,position,league,usual_category,n_injuries,age,median_days,worst_days,severe_rate
joão cancelo,Right-Back,La Liga,ankle_foot,4,30,18.0,34.0,0.25
joão costa,Right Winger,Serie A,knee,1,20,183.0,183.0,1.0
joão félix,Second Striker,La Liga,ankle_foot,11,24,14.0,75.0,0.18181818181818182
joão klauss,Forward,Bundesliga,ankle_foot,1,24,9.0,9.0,0.0
joão moutinho,Central Midfield,Premier League,ankle_foot,2,36,84.5,156.0,0.5
joão palhinha,Defensive Midfield,Bundesliga,other,3,30,25.0,73.0,0.3333333333333333
joão pedro,Forward,Premier League,ankle_foot,3,24,8.0,55.0,0.3333333333333333
joão victor,Centre-Back,Ligue 1,ankle_foot,1,24,79.0,79.0,1.0
joël schingtienne,Centre-Back,Serie A,muscular,1,23,14.0,14.0,0.0
joël veltman,Right-Back,Premier League,ankle_foot,7,33,14.0,64.0,0.2857142857142857
juan bernat,Left-Back,Ligue 1,illness,4,30,13.0,348.0,0.25
juan cabal,Left-Back,Serie A,knee,2,24,148.5,246.0,1.0
juan cala,Centre-Back,La Liga,knee,1,33,213.0,213.0,1.0
juan cruz,Left Winger,La Liga,muscular,3,31,48.0,57.0,0.6666666666666666
juan cuadrado,Right Midfield,Serie A,muscular,14,37,17.0,117.0,0.21428571428571427
juan foyth,Centre-Back,La Liga,muscular,5,27,24.0,163.0,0.4
juan jesus,Centre-Back,Serie A,muscular,5,34,33.0,43.0,0.6
juan larios,Left-Back,Premier League,muscular,2,21,281.0,491.0,1.0
juan manuel cruz,Forward,Serie A,muscular,1,24,8.0,8.0,0.0
juan manuel sanabria,Left-Back,La Liga,muscular,2,21,11.0,17.0,0.0
juan mata,Attacking Midfield,Premier League,muscular,1,33,38.0,38.0,1.0
juan miranda,Left-Back,La Liga,muscular,3,25,10.0,22.0,0.0
juan musso,Goalkeeper,Serie A,ankle_foot,3,29,20.0,36.0,0.3333333333333333
juan pérez,Goalkeeper,La Liga,muscular,2,25,19.0,31.0,0.5
juan ramos,Left-Back,Serie A,illness,1,24,42.0,42.0,1.0
juanlu sánchez,Right-Back,La Liga,muscular,1,20,12.0,12.0,0.0
juanmi,Left Winger,La Liga,ankle_foot,1,30,110.0,110.0,1.0
jubal,Centre-Back,Ligue 1,muscular,3,32,8.0,9.0,0.0
jude bellingham,Attacking Midfield,Bundesliga,knee,6,22,15.0,24.0,0.0
julen agirrezabala,Goalkeeper,La Liga,back,4,24,36.5,40.0,0.75
jules koundé,Right-Back,La Liga,ankle_foot,5,26,19.0,41.0,0.2
julian albrecht,Central Midfield,Bundesliga,ligament,2,20,11.0,14.0,0.0
julian baumgartlinger,Defensive Midfield,Bundesliga,knee,4,35,89.0,189.0,0.75
julian brandt,Attacking Midfield,Bundesliga,muscular,9,29,11.0,22.0,0.0
julian draxler,Left Winger,Ligue 1,muscular,6,28,31.0,159.0,0.5
julian green,Central Midfield,Bundesliga,back,1,27,5.0,5.0,0.0
julian jeanvier,Centre-Back,Ligue 1,ankle_foot,2,31,28.5,38.0,0.5
julian justvan,Attacking Midfield,Bundesliga,illness,4,26,10.0,16.0,0.0
julian niehues,Defensive Midfield,Bundesliga,other,1,24,32.0,32.0,1.0
julian pollersbeck,Goalkeeper,Ligue 1,knee,1,28,123.0,123.0,1.0
julian ryerson,Right-Back,Bundesliga,other,13,27,8.0,60.0,0.07692307692307693
julian weigl,Defensive Midfield,Bundesliga,ligament,2,28,26.5,49.0,0.5
julien duranville,Left Winger,Bundesliga,muscular,9,19,50.0,165.0,0.5555555555555556
julien laporte,Centre-Back,Ligue 1,knee,2,29,55.5,87.0,0.5
julien le cardinal,Centre-Back,Ligue 1,muscular,3,28,30.0,48.0,0.6666666666666666
julio enciso,Attacking Midfield,Premier League,knee,3,21,19.0,184.0,0.3333333333333333
julio soler,Left-Back,Premier League,muscular,1,20,7.0,7.0,0.0
julius beck,Central Midfield,Serie A,ankle_foot,1,18,73.0,73.0,1.0
julián alvarez,Forward,Premier League,other,1,23,3.0,3.0,0.0
julián araujo,Right-Back,La Liga,muscular,4,24,71.0,120.0,0.75
julián malatini,Centre-Back,Bundesliga,muscular,2,24,12.5,20.0,0.0
juma bah,Centre-Back,La Liga,head,4,19,7.0,10.0,0.0
junior adamu,Forward,Bundesliga,other,1,23,62.0,62.0,1.0
junior dina ebimbe,Right Midfield,Bundesliga,muscular,7,24,20.0,58.0,0.14285714285714285
junior firpo,Left-Back,Premier League,muscular,4,26,31.0,67.0,0.75
junior messias,Right Winger,Serie A,muscular,12,34,32.0,79.0,0.6666666666666666
junior sambia,Right-Back,Serie A,ankle_foot,1,29,58.0,58.0,1.0
junya ito,Right Winger,Ligue 1,ankle_foot,2,32,10.5,12.0,0.0
juraj kucka,Central Midfield,Serie A,bruise,6,35,15.0,19.0,0.0
jurgen ekkelenkamp,Central Midfield,Bundesliga,illness,2,25,4.5,5.0,0.0
jurriën timber,Right-Back,Premier League,muscular,5,24,7.0,253.0,0.2
justin bourgault,Left-Back,Ligue 1,other,3,20,39.0,92.0,0.6666666666666666
justin butler,Forward,Ligue 1,ankle_foot,2,21,34.5,58.0,0.5
justin che,Right-Back,Bundesliga,ankle_foot,2,19,32.5,43.0,0.5
justin diehl,Left Winger,Bundesliga,other,9,20,28.0,52.0,0.5555555555555556
justin heekeren,Goalkeeper,Bundesliga,knee,1,22,217.0,217.0,1.0
justin hoogma,Centre-Back,Bundesliga,illness,3,24,15.0,69.0,0.3333333333333333
justin janitzek,Centre-Back,Bundesliga,muscular,1,19,32.0,32.0,1.0
justin kalumba,Right Winger,Ligue 1,ankle_foot,1,20,156.0,156.0,1.0
justin kluivert,Attacking Midfield,Bundesliga,muscular,7,24,26.0,45.0,0.14285714285714285
justin njinmah,Right Winger,Bundesliga,ankle_foot,7,24,17.0,37.0,0.42857142857142855
jérémie boga,Left Winger,Serie A,illness,12,28,15.0,69.0,0.3333333333333333
jérémy doku,Left Winger,Ligue 1,muscular,13,23,25.0,45.0,0.46153846153846156
jérémy gélin,Defensive Midfield,Ligue 1,knee,2,25,167.0,305.0,1.0
jérémy jacquet,Centre-Back,Ligue 1,bruise,3,20,6.0,30.0,0.3333333333333333
jérémy le douaron,Forward,Ligue 1,other,4,26,15.0,28.0,0.25
jérémy morel,Left-Back,Ligue 1,muscular,2,38,57.0,71.0,1.0
jérémy sebas,Left Winger,Ligue 1,back,2,22,28.5,32.0,0.5
jérôme boateng,Centre-Back,Ligue 1,bruise,3,34,54.0,55.0,0.6666666666666666
jérôme onguéné,Centre-Back,Bundesliga,muscular,5,25,29.0,84.0,0.6
jérôme roussillon,Left-Back,Bundesliga,other,11,31,13.0,107.0,0.2727272727272727
jóan símun edmundsson,Forward,Bundesliga,other,1,29,10.0,10.0,0.0
jóhann berg gudmundsson,Right Winger,Premier League,muscular,10,33,22.0,181.0,0.5
jørgen strand larsen,Forward,Premier League,muscular,3,25,8.0,24.0,0.0
jürgen locadia,Forward,Bundesliga,back,8,28,15.0,26.0,0.0
kaan ayhan,Defensive Midfield,Serie A,illness,4,27,6.0,23.0,0.0
kacper urbanski,Central Midfield,Serie A,knee,2,21,28.0,28.0,1.0
kai havertz,Forward,Premier League,illness,9,26,14.0,95.0,0.1111111111111111
kaio jorge,Forward,Serie A,other,4,21,79.5,356.0,0.75
kaj sierhuis,Forward,Ligue 1,muscular,3,24,11.0,325.0,0.3333333333333333
kalidou koulibaly,Centre-Back,Serie A,muscular,6,32,21.0,39.0,0.3333333333333333
kalifa coulibaly,Forward,Ligue 1,muscular,6,30,26.5,38.0,0.5
kalvin phillips,Defensive Midfield,Premier League,ankle_foot,8,29,57.0,166.0,1.0
kamaldeen sulemana,Left Winger,Premier League,ankle_foot,7,23,12.0,80.0,0.2857142857142857
kamil grabara,Goalkeeper,Bundesliga,muscular,1,26,36.0,36.0,1.0
kamil grosicki,Left Winger,Premier League,back,1,33,75.0,75.0,1.0
kamil piatkowski,Centre-Back,La Liga,muscular,2,24,20.0,33.0,0.5
kamory doumbia,Attacking Midfield,Ligue 1,muscular,1,20,21.0,21.0,0.0
kandet diawara,Left Winger,Ligue 1,bruise,1,25,10.0,10.0,0.0
kang-in lee,Right Winger,La Liga,illness,4,24,14.5,23.0,0.0
kaoru mitoma,Left Winger,Premier League,other,4,28,23.5,129.0,0.5
karim adeyemi,Right Winger,Bundesliga,other,10,23,15.0,69.0,0.4
karim aribi,Forward,Ligue 1,muscular,1,27,15.0,15.0,0.0
karim azamoum,Central Midfield,Ligue 1,knee,1,32,190.0,190.0,1.0
karim bellarabi,Right Winger,Bundesliga,muscular,12,33,27.5,113.0,0.5
karim benzema,Forward,La Liga,muscular,10,35,7.5,23.0,0.0
karim onisiwo,Forward,Bundesliga,muscular,13,33,16.0,63.0,0.15384615384615385
karim rekik,Centre-Back,La Liga,muscular,5,28,43.0,56.0,0.6
karl darlow,Goalkeeper,Premier League,ankle_foot,3,32,50.0,62.0,0.6666666666666666
karl hein,Goalkeeper,La Liga,upper_body,2,23,61.0,81.0,1.0
karl toko ekambi,Forward,Ligue 1,muscular,3,30,4.0,8.0,0.0
karlan grant,Forward,Premier League,ankle_foot,1,23,27.0,27.0,0.0
karlo letica,Goalkeeper,Serie A,illness,1,24,25.0,25.0,0.0
karol fila,Right-Back,Ligue 1,knee,3,27,214.0,303.0,1.0
karol linetty,Central Midfield,Serie A,illness,6,30,7.0,28.0,0.16666666666666666
karol mets,Centre-Back,Bundesliga,other,1,32,257.0,257.0,1.0
karol swiderski,Forward,Serie A,ankle_foot,1,27,6.0,6.0,0.0
kasim adams,Centre-Back,Bundesliga,other,3,26,11.0,14.0,0.0
kasper dolberg,Forward,Ligue 1,head,8,25,26.5,57.0,0.5
kassoum ouattara,Left-Back,Ligue 1,muscular,1,21,29.0,29.0,1.0
kastriot dermaku,Centre-Back,Serie A,muscular,5,32,70.0,193.0,1.0
kauã santos,Goalkeeper,Bundesliga,knee,1,22,119.0,119.0,1.0
kayky,Right Winger,Premier League,knee,1,19,24.0,24.0,0.0
kean bryan,Centre-Back,Premier League,muscular,1,24,22.0,22.0,0.0
keanan bennetts,Left Midfield,Bundesliga,illness,1,23,12.0,12.0,0.0
keane lewis-potter,Left Midfield,Premier League,knee,3,22,36.0,59.0,0.6666666666666666
keidi bare,Central Midfield,La Liga,muscular,4,25,44.5,89.0,0.5
keinan davis,Forward,Premier League,muscular,10,27,32.5,119.0,0.6
keita baldé,Left Winger,Serie A,other,3,30,33.0,47.0,0.6666666666666666
keita endo,Left Winger,Bundesliga,muscular,2,23,24.5,26.0,0.0
keito nakamura,Left Winger,Ligue 1,ankle_foot,2,25,23.0,38.0,0.5
keke topp,Forward,Bundesliga,ligament,3,21,15.0,76.0,0.3333333333333333
kelechi iheanacho,Forward,Premier League,muscular,1,26,24.0,24.0,0.0
kelian nsona,Left Winger,Bundesliga,knee,3,21,246.0,365.0,1.0
kell watts,Centre-Back,Premier League,ankle_foot,2,23,95.0,111.0,1.0
kelvin amian,Right-Back,Ligue 1,muscular,2,26,55.5,81.0,1.0
kelvin yeboah,Forward,Bundesliga,ankle_foot,2,23,24.0,30.0,0.5
ken sema,Left Winger,Premier League,knee,1,28,33.0,33.0,1.0
kenan kodro,Forward,La Liga,ankle_foot,4,27,42.5,53.0,1.0
kenan yıldız,Left Winger,Serie A,illness,2,20,4.0,5.0,0.0
kenedy,Left Winger,La Liga,muscular,4,27,50.0,88.0,0.75
kenji-van boto,Left-Back,Ligue 1,bruise,2,27,23.0,29.0,0.5
kenneth schmidt,Centre-Back,Bundesliga,muscular,4,23,49.5,217.0,0.75
kenneth zohore,Forward,Premier League,muscular,1,27,64.0,64.0,1.0
kenny lala,Right-Back,Ligue 1,bruise,1,29,5.0,5.0,0.0
kenny nagera,Left Winger,Ligue 1,ankle_foot,1,20,15.0,15.0,0.0
kenny tete,Right-Back,Premier League,muscular,10,30,37.0,113.0,0.7
kepa arrizabalaga,Goalkeeper,Premier League,muscular,3,31,18.0,23.0,0.0
kerem demirbay,Central Midfield,Bundesliga,other,3,29,12.0,15.0,0.0
keven schlotterbeck,Centre-Back,Bundesliga,other,12,28,14.0,28.0,0.08333333333333333
kevin agudelo,Attacking Midfield,Serie A,other,6,24,7.5,70.0,0.3333333333333333
kevin akpoguma,Centre-Back,Bundesliga,muscular,9,29,19.0,61.0,0.3333333333333333
kevin behrens,Forward,Bundesliga,illness,2,31,11.0,16.0,0.0
kevin bonifazi,Centre-Back,Serie A,knee,8,29,48.0,130.0,0.625
kevin danso,Centre-Back,Ligue 1,muscular,12,27,25.5,46.0,0.5
kevin de bruyne,Attacking Midfield,Premier League,muscular,13,34,12.0,128.0,0.23076923076923078
kevin kampl,Central Midfield,Bundesliga,other,7,35,6.0,27.0,0.0
kevin lasagna,Forward,Serie A,knee,6,30,18.0,49.0,0.3333333333333333
kevin long,Centre-Back,Premier League,ankle_foot,1,30,13.0,13.0,0.0
kevin mbabu,Right-Back,Bundesliga,muscular,7,29,16.0,60.0,0.14285714285714285
kevin mcdonald,Defensive Midfield,Premier League,other,1,32,305.0,305.0,1.0
kevin möhwald,Central Midfield,Bundesliga,other,5,28,15.0,78.0,0.4
kevin müller,Goalkeeper,Bundesliga,head,1,34,12.0,12.0,0.0
kevin paredes,Left Midfield,Bundesliga,muscular,9,22,17.0,209.0,0.3333333333333333
kevin rüegg,Right-Back,Serie A,ankle_foot,2,22,46.0,57.0,1.0
kevin schade,Left Winger,Bundesliga,muscular,4,22,114.5,201.0,1.0
kevin sessa,Central Midfield,Bundesliga,muscular,1,23,8.0,8.0,0.0
kevin spadanuda,Left Winger,Ligue 1,other,1,26,30.0,30.0,1.0
kevin strootman,Central Midfield,Serie A,other,5,34,13.0,144.0,0.2
kevin stöger,Attacking Midfield,Bundesliga,other,5,30,6.0,8.0,0.0
kevin trapp,Goalkeeper,Bundesliga,back,9,34,8.0,38.0,0.2222222222222222
kevin vogt,Centre-Back,Bundesliga,knee,9,34,11.0,56.0,0.2222222222222222
kevin volland,Attacking Midfield,Ligue 1,other,12,33,9.0,99.0,0.16666666666666666
kevin vázquez,Right-Back,La Liga,muscular,1,28,31.0,31.0,1.0
kevin zeroli,Central Midfield,Serie A,muscular,4,20,25.5,35.0,0.5
kevin-prince boateng,Attacking Midfield,Bundesliga,back,8,36,8.0,19.0,0.0
keylor navas,Goalkeeper,Ligue 1,back,19,37,11.0,59.0,0.21052631578947367
khalil fayad,Central Midfield,Ligue 1,other,5,21,15.0,53.0,0.2
khvicha kvaratskhelia,Left Winger,Serie A,muscular,9,24,11.0,18.0,0.0
khéphren thuram,Central Midfield,Ligue 1,muscular,5,24,23.0,33.0,0.2
kialonda gaspar,Centre-Back,Serie A,ligament,1,28,67.0,67.0,1.0
kieran gibbs,Left-Back,Premier League,illness,1,31,15.0,15.0,0.0
kieran tierney,Left-Back,Premier League,muscular,13,28,30.0,160.0,0.6153846153846154
kieran trippier,Right-Back,Premier League,muscular,7,35,43.0,78.0,0.8571428571428571
kiernan dewsbury-hall,Central Midfield,Premier League,bruise,2,27,14.0,23.0,0.0
kike barja,Right Winger,La Liga,muscular,4,27,40.5,215.0,0.75
kike garcía,Forward,La Liga,illness,3,34,10.0,12.0,0.0
kike pérez,Central Midfield,La Liga,illness,3,25,14.0,93.0,0.3333333333333333
kike salas,Centre-Back,La Liga,muscular,3,23,14.0,32.0,0.3333333333333333
kiki kouyaté,Centre-Back,Ligue 1,head,7,28,17.0,100.0,0.14285714285714285
kiko casilla,Goalkeeper,Premier League,ankle_foot,1,34,32.0,32.0,1.0
kiko olivas,Centre-Back,La Liga,knee,1,32,265.0,265.0,1.0
kilian fischer,Right-Back,Bundesliga,knee,3,25,51.0,75.0,1.0
kilian ludewig,Right-Back,Bundesliga,ankle_foot,1,21,133.0,133.0,1.0
kiliann sildillia,Right-Back,Bundesliga,ankle_foot,4,23,16.5,19.0,0.0
kimberly ezekwem,Left-Back,Bundesliga,muscular,2,22,100.5,103.0,1.0
kingsley coman,Left Winger,Bundesliga,other,15,29,15.0,51.0,0.2
kingsley ehizibue,Right-Back,Serie A,knee,5,30,24.0,212.0,0.4
kingsley michael,Central Midfield,Serie A,fracture,3,23,33.0,201.0,0.6666666666666666
kingstone mutandwa,Forward,Serie A,bruise,2,22,9.0,12.0,0.0
kirian rodríguez,Attacking Midfield,La Liga,other,1,29,222.0,222.0,1.0
kjell scherpen,Goalkeeper,Premier League,ankle_foot,1,22,49.0,49.0,1.0
kjell wätjen,Central Midfield,Bundesliga,ankle_foot,2,19,17.0,28.0,0.5
klaas-jan huntelaar,Forward,Bundesliga,bruise,6,37,11.5,31.0,0.16666666666666666
klaus gjasula,Defensive Midfield,Bundesliga,bruise,1,34,15.0,15.0,0.0
ko itakura,Centre-Back,Bundesliga,ankle_foot,4,28,33.5,73.0,0.5
kobbie mainoo,Central Midfield,Premier League,muscular,3,20,57.0,88.0,0.6666666666666666
kobi henry,Centre-Back,Ligue 1,muscular,1,21,71.0,71.0,1.0
koen casteels,Goalkeeper,Bundesliga,other,7,32,8.0,41.0,0.2857142857142857
koffi djidji,Centre-Back,Serie A,muscular,6,31,31.0,133.0,0.5
koffi kouao,Right-Back,Ligue 1,knee,1,26,13.0,13.0,0.0
kofi amoako,Defensive Midfield,Bundesliga,bruise,1,19,7.0,7.0,0.0
koji miyoshi,Right Midfield,Bundesliga,muscular,2,28,27.0,51.0,0.5
koke,Central Midfield,La Liga,muscular,6,33,19.5,45.0,0.3333333333333333
koni de winter,Centre-Back,Serie A,muscular,9,23,15.0,73.0,0.3333333333333333
konrad de la fuente,Left Winger,Ligue 1,muscular,2,20,44.5,57.0,1.0
konrad laimer,Right-Back,Bundesliga,ankle_foot,8,27,19.0,243.0,0.375
konstantinos koulierakis,Centre-Back,Bundesliga,muscular,2,21,7.0,11.0,0.0
konstantinos manolas,Centre-Back,Serie A,ankle_foot,9,31,6.0,27.0,0.0
konstantinos mavropanos,Centre-Back,Bundesliga,muscular,12,26,11.5,47.0,0.16666666666666666
konstantinos stafylidis,Left-Back,Bundesliga,other,20,29,8.0,173.0,0.2
konstantinos tsimikas,Left-Back,Premier League,other,7,29,24.0,46.0,0.42857142857142855
koray günter,Centre-Back,Serie A,muscular,9,29,22.0,37.0,0.2222222222222222
kortney hause,Centre-Back,Premier League,knee,5,27,93.0,883.0,0.8
kristian pedersen,Left-Back,Bundesliga,muscular,2,29,47.0,73.0,0.5
kristian thorstvedt,Attacking Midfield,Serie A,knee,1,25,31.0,31.0,1.0
kristijan bistrovic,Central Midfield,Serie A,muscular,1,25,17.0,17.0,0.0
kristijan jakic,Defensive Midfield,Bundesliga,muscular,15,28,19.0,84.0,0.3333333333333333
kristjan asllani,Defensive Midfield,Serie A,other,3,23,4.0,8.0,0.0
kristoffer ajer,Centre-Back,Premier League,ankle_foot,6,27,41.0,54.0,0.6666666666666666
kristoffer askildsen,Central Midfield,Serie A,illness,4,22,5.5,28.0,0.25
krisztián lisztes,Attacking Midfield,Bundesliga,other,2,20,136.5,266.0,0.5
krzysztof piatek,Forward,Bundesliga,ankle_foot,2,25,69.0,131.0,0.5
krépin diatta,Right Winger,Ligue 1,other,7,26,24.0,225.0,0.42857142857142855
kurt zouma,Centre-Back,Premier League,muscular,10,29,10.0,59.0,0.4
kwadwo baah,Left Winger,Premier League,ankle_foot,1,19,130.0,130.0,1.0
kyle bartley,Centre-Back,Premier League,muscular,1,30,26.0,26.0,0.0
kyle walker,Right-Back,Premier League,muscular,11,35,10.0,46.0,0.09090909090909091
kyle walker-peters,Right-Back,Premier League,muscular,4,26,15.5,47.0,0.25
kylian mbappé,Forward,Ligue 1,muscular,12,26,8.5,17.0,0.0
kévin danois,Central Midfield,Ligue 1,muscular,3,21,34.0,49.0,0.6666666666666666
kévin gameiro,Forward,La Liga,muscular,6,36,16.5,22.0,0.0
kévin malcuit,Right-Back,Serie A,muscular,8,30,18.5,42.0,0.125
kévin n'doram,Defensive Midfield,Ligue 1,ankle_foot,7,28,62.0,109.0,0.8571428571428571
kévin rodrigues,Left-Back,La Liga,muscular,2,27,22.5,32.0,0.5
ladislav krejci,Centre-Back,La Liga,ankle_foot,2,26,13.5,14.0,0.0
lago júnior,Left Winger,La Liga,muscular,1,31,31.0,31.0,1.0
lameck banda,Left Winger,Serie A,knee,4,24,52.5,100.0,0.75
lamine camara,Central Midfield,Ligue 1,knee,3,21,10.0,17.0,0.0
lamine gueye,Right Winger,Ligue 1,ankle_foot,1,24,76.0,76.0,1.0
lamine yamal,Right Winger,La Liga,ankle_foot,5,18,11.0,23.0,0.0
landry farré,Right-Back,La Liga,other,1,18,13.0,13.0,0.0
largie ramazani,Left Winger,La Liga,muscular,1,20,6.0,6.0,0.0
lars bender,Defensive Midfield,Bundesliga,other,4,32,14.5,117.0,0.25
lars ritzka,Left-Back,Bundesliga,other,3,27,10.0,13.0,0.0
lars stindl,Attacking Midfield,Bundesliga,muscular,3,34,18.0,47.0,0.3333333333333333
lars strobl,Right-Back,Bundesliga,ankle_foot,2,20,64.5,87.0,1.0
lassana coulibaly,Central Midfield,Serie A,muscular,2,27,20.0,36.0,0.5
lasse günther,Left-Back,Bundesliga,illness,1,19,15.0,15.0,0.0
lasse schöne,Defensive Midfield,Serie A,illness,1,35,18.0,18.0,0.0
lasso coulibaly,Right Winger,Ligue 1,knee,1,23,240.0,240.0,1.0
laurens serpe,Centre-Back,Serie A,illness,1,21,21.0,21.0,0.0
laurent abergel,Defensive Midfield,Ligue 1,muscular,4,31,21.0,52.0,0.25
laurenz dehl,Left Winger,Bundesliga,surgery,1,20,71.0,71.0,1.0
lauri ala-myllymäki,Attacking Midfield,Serie A,knee,1,25,90.0,90.0,1.0
laurin ulrich,Attacking Midfield,Bundesliga,other,4,19,28.5,47.0,0.5
lautaro giannetti,Centre-Back,Serie A,muscular,5,31,20.0,29.0,0.2
lautaro martínez,Forward,Serie A,muscular,10,28,9.5,16.0,0.0
lautaro valenti,Centre-Back,Serie A,muscular,5,26,15.0,47.0,0.4
layvin kurzawa,Left-Back,Ligue 1,muscular,8,30,23.5,124.0,0.375
lazar carević,Goalkeeper,La Liga,bruise,1,23,9.0,9.0,0.0
lazar samardžić,Attacking Midfield,Bundesliga,illness,2,19,26.5,39.0,0.5
leander dendoncker,Defensive Midfield,Premier League,illness,7,29,5.0,27.0,0.0
leandro barreiro,Central Midfield,Bundesliga,muscular,1,24,17.0,17.0,0.0
leandro cabrera,Centre-Back,La Liga,muscular,1,34,19.0,19.0,0.0
leandro paredes,Defensive Midfield,Ligue 1,muscular,10,31,17.5,87.0,0.2
leandro trossard,Left Winger,Premier League,muscular,4,27,9.0,26.0,0.0
leart paçarada,Left-Back,Bundesliga,other,3,29,29.0,31.0,0.6666666666666666
lebo mothiba,Forward,Ligue 1,knee,4,28,163.5,169.0,1.0
lee buchanan,Left-Back,Bundesliga,other,4,22,5.5,8.0,0.0
lei wu,Right Winger,La Liga,muscular,1,30,30.0,30.0,1.0
leif davis,Left-Back,Premier League,bruise,2,25,4.5,5.0,0.0
lennard maloney,Defensive Midfield,Bundesliga,other,7,26,5.0,36.0,0.14285714285714285
lennart czyborra,Left Midfield,Serie A,knee,8,23,18.5,80.0,0.25
lennart karl,Attacking Midfield,Bundesliga,bruise,1,17,12.0,12.0,0.0
lennart moser,Goalkeeper,Bundesliga,upper_body,1,21,86.0,86.0,1.0
leny yoro,Centre-Back,Premier League,ankle_foot,4,19,14.0,126.0,0.25
leo greiml,Centre-Back,Bundesliga,knee,1,21,93.0,93.0,1.0
leo scienza,Left Winger,Bundesliga,muscular,1,27,4.0,4.0,0.0
leo stulac,Defensive Midfield,Serie A,muscular,1,28,136.0,136.0,1.0
leo østigård,Centre-Back,Bundesliga,muscular,5,25,5.0,7.0,0.0
leon bailey,Right Winger,Premier League,muscular,12,28,22.5,68.0,0.3333333333333333
leon dajaku,Left Winger,Bundesliga,ankle_foot,4,20,37.0,59.0,0.5
leon goretzka,Central Midfield,Bundesliga,other,15,30,8.0,106.0,0.2
leon opitz,Attacking Midfield,Bundesliga,ankle_foot,3,20,20.0,106.0,0.3333333333333333
leon reichardt,Centre-Back,Bundesliga,upper_body,1,19,48.0,48.0,1.0
leonardo balerdi,Centre-Back,Ligue 1,knee,4,26,23.5,120.0,0.5
leonardo bittencourt,Central Midfield,Bundesliga,other,9,31,12.0,32.0,0.2222222222222222
leonardo bonucci,Centre-Back,Serie A,other,15,37,15.0,62.0,0.06666666666666667
leonardo buta,Left-Back,Serie A,fracture,1,21,103.0,103.0,1.0
leonardo capezzi,Central Midfield,Serie A,knee,1,27,71.0,71.0,1.0
leonardo cerri,Forward,Serie A,ankle_foot,1,21,35.0,35.0,1.0
leonardo pavoletti,Forward,Serie A,ankle_foot,6,36,21.5,119.0,0.5
leonardo spinazzola,Left-Back,Serie A,muscular,13,32,16.0,279.0,0.23076923076923078
leonidas stergiou,Right-Back,Bundesliga,other,5,23,14.0,133.0,0.4
leroy sané,Right Winger,Bundesliga,other,12,29,11.5,42.0,0.16666666666666666
lesley ugochukwu,Defensive Midfield,Premier League,muscular,3,20,49.0,134.0,0.6666666666666666
levent mercan,Left-Back,Bundesliga,knee,2,20,25.0,37.0,0.5
levi colwill,Centre-Back,Premier League,muscular,5,22,17.0,60.0,0.4
levin öztunali,Left Winger,Bundesliga,illness,2,26,31.0,36.0,0.5
lewis cook,Central Midfield,Premier League,knee,2,26,39.5,78.0,0.5
lewis dunk,Centre-Back,Premier League,knee,3,33,50.0,53.0,0.6666666666666666
lewis ferguson,Central Midfield,Serie A,bruise,4,26,28.0,201.0,0.5
lewis hall,Left-Back,Premier League,ankle_foot,1,21,125.0,125.0,1.0
lewis miley,Central Midfield,Premier League,ankle_foot,3,19,57.0,108.0,0.6666666666666666
liam cooper,Centre-Back,Premier League,muscular,4,30,24.5,100.0,0.25
liam morrison,Centre-Back,Bundesliga,ligament,1,20,93.0,93.0,1.0
lilian brassier,Centre-Back,Ligue 1,muscular,3,26,6.0,8.0,0.0
lilian egloff,Attacking Midfield,Bundesliga,other,7,21,50.0,290.0,0.8571428571428571
lino tempelmann,Central Midfield,Bundesliga,ligament,2,22,52.0,89.0,0.5
linton maina,Left Winger,Bundesliga,back,3,25,11.0,52.0,0.3333333333333333
linus gechter,Centre-Back,Bundesliga,illness,7,19,12.0,53.0,0.2857142857142857
lion semic,Right-Back,Bundesliga,muscular,1,18,89.0,89.0,1.0
lionel messi,Right Winger,Ligue 1,illness,7,36,8.0,15.0,0.0
lisandro martínez,Centre-Back,Premier League,ankle_foot,6,27,66.5,292.0,0.8333333333333334
lloyd kelly,Centre-Back,Premier League,muscular,8,27,27.5,103.0,0.5
lorenz assignon,Right-Back,Ligue 1,other,4,23,22.5,70.0,0.5
lorenzo anghelè,Second Striker,Serie A,other,1,20,54.0,54.0,1.0
lorenzo chiti,Centre-Back,Serie A,knee,1,20,255.0,255.0,1.0
lorenzo colombo,Forward,Serie A,illness,2,21,4.5,5.0,0.0
lorenzo de silvestri,Right-Back,Serie A,muscular,7,37,13.0,24.0,0.0
lorenzo di stefano,Forward,Serie A,muscular,1,19,13.0,13.0,0.0
lorenzo insigne,Left Winger,Serie A,muscular,7,31,9.0,51.0,0.14285714285714285
lorenzo lucca,Forward,Serie A,muscular,2,25,19.5,20.0,0.0
lorenzo lucchesi,Centre-Back,Serie A,ankle_foot,2,22,9.0,12.0,0.0
lorenzo montipò,Goalkeeper,Serie A,illness,4,29,9.0,88.0,0.25
lorenzo pellegrini,Attacking Midfield,Serie A,muscular,13,29,11.0,114.0,0.23076923076923078
lorenzo pirola,Centre-Back,Serie A,illness,1,21,9.0,9.0,0.0
lorenzo tonelli,Centre-Back,Serie A,knee,5,32,15.0,317.0,0.4
